"","Date","Time","Wind"
"1","05/23/2011","00:00:00.175",10.69
"2","05/23/2011","00:00:00.306",11.66
"3","05/23/2011","00:00:00.437",10.14
"4","05/23/2011","00:00:00.568",12.34
"5","05/23/2011","00:00:00.700",14.74
"6","05/23/2011","00:00:00.831",12.03
"7","05/23/2011","00:00:00.962",11.99
"8","05/23/2011","00:00:01.093",6.94
"9","05/23/2011","00:00:01.224",7.83
"10","05/23/2011","00:00:01.355",9.47
"11","05/23/2011","00:00:01.486",8.07
"12","05/23/2011","00:00:01.617",9.1
"13","05/23/2011","00:00:01.748",12.61
"14","05/23/2011","00:00:01.880",10.49
"15","05/23/2011","00:00:02.011",13.01
"16","05/23/2011","00:00:02.142",13.71
"17","05/23/2011","00:00:02.273",10.46
"18","05/23/2011","00:00:02.403",10.79
"19","05/23/2011","00:00:02.534",10.26
"20","05/23/2011","00:00:02.665",10.69
"21","05/23/2011","00:00:02.796",8.38
"22","05/23/2011","00:00:02.927",8.48
"23","05/23/2011","00:00:03.058",10.38
"24","05/23/2011","00:00:03.189",9.19
"25","05/23/2011","00:00:03.321",10.45
"26","05/23/2011","00:00:03.452",8.95
"27","05/23/2011","00:00:03.582",11.47
"28","05/23/2011","00:00:03.713",10.84
"29","05/23/2011","00:00:03.844",8.62
"30","05/23/2011","00:00:03.975",9.25
"31","05/23/2011","00:00:04.106",11.63
"32","05/23/2011","00:00:04.237",11.39
"33","05/23/2011","00:00:04.368",8.2
"34","05/23/2011","00:00:04.500",8.39
"35","05/23/2011","00:00:04.631",9.06
"36","05/23/2011","00:00:04.762",9.32
"37","05/23/2011","00:00:04.893",8.84
"38","05/23/2011","00:00:05.023",8.71
"39","05/23/2011","00:00:05.154",11.4
"40","05/23/2011","00:00:05.285",12.5
"41","05/23/2011","00:00:05.416",9.35
"42","05/23/2011","00:00:05.547",11.29
"43","05/23/2011","00:00:05.678",9.44
"44","05/23/2011","00:00:05.809",8.78
"45","05/23/2011","00:00:05.941",10.23
"46","05/23/2011","00:00:06.072",6.69
"47","05/23/2011","00:00:06.202",7.4
"48","05/23/2011","00:00:06.333",8.94
"49","05/23/2011","00:00:06.464",9.83
"50","05/23/2011","00:00:06.595",11.62
"51","05/23/2011","00:00:06.726",9.72
"52","05/23/2011","00:00:06.857",9.35
"53","05/23/2011","00:00:06.988",7.58
"54","05/23/2011","00:00:07.119",6.89
"55","05/23/2011","00:00:07.251",8.38
"56","05/23/2011","00:00:07.382",9.68
"57","05/23/2011","00:00:07.512",7.8
"58","05/23/2011","00:00:07.643",9.39
"59","05/23/2011","00:00:07.774",9.72
"60","05/23/2011","00:00:07.905",7.88
"61","05/23/2011","00:00:08.036",10.29
"62","05/23/2011","00:00:08.167",8.2
"63","05/23/2011","00:00:08.298",7.1
"64","05/23/2011","00:00:08.429",6.98
"65","05/23/2011","00:00:08.561",9.66
"66","05/23/2011","00:00:08.692",11.7
"67","05/23/2011","00:00:08.823",12.19
"68","05/23/2011","00:00:08.954",12.52
"69","05/23/2011","00:00:09.085",13.93
"70","05/23/2011","00:00:09.216",15.97
"71","05/23/2011","00:00:09.347",16.89
"72","05/23/2011","00:00:09.478",11.54
"73","05/23/2011","00:00:09.609",10.37
"74","05/23/2011","00:00:09.741",17.23
"75","05/23/2011","00:00:09.871",16.39
"76","05/23/2011","00:00:10.002",12.6
"77","05/23/2011","00:00:10.133",14.14
"78","05/23/2011","00:00:10.264",14.61
"79","05/23/2011","00:00:10.479",17.57
"80","05/23/2011","00:00:10.610",18.12
"81","05/23/2011","00:00:10.741",16.37
"82","05/23/2011","00:00:10.872",15.89
"83","05/23/2011","00:00:11.003",14.56
"84","05/23/2011","00:00:11.134",16.38
"85","05/23/2011","00:00:11.265",13.97
"86","05/23/2011","00:00:11.396",9.39
"87","05/23/2011","00:00:11.527",11.8
"88","05/23/2011","00:00:11.658",12.28
"89","05/23/2011","00:00:11.789",16.65
"90","05/23/2011","00:00:11.920",13.48
"91","05/23/2011","00:00:12.052",11.12
"92","05/23/2011","00:00:12.182",14.05
"93","05/23/2011","00:00:12.313",17.33
"94","05/23/2011","00:00:12.444",12.79
"95","05/23/2011","00:00:12.575",15.67
"96","05/23/2011","00:00:12.706",15.08
"97","05/23/2011","00:00:12.837",15.74
"98","05/23/2011","00:00:12.968",15.99
"99","05/23/2011","00:00:13.099",17.53
"100","05/23/2011","00:00:13.231",14.36
"101","05/23/2011","00:00:13.362",15.5
"102","05/23/2011","00:00:13.493",16.61
"103","05/23/2011","00:00:13.624",11.96
"104","05/23/2011","00:00:13.755",9.37
"105","05/23/2011","00:00:13.886",12.95
"106","05/23/2011","00:00:14.017",9.55
"107","05/23/2011","00:00:14.148",11.18
"108","05/23/2011","00:00:14.279",12.57
"109","05/23/2011","00:00:14.411",9.72
"110","05/23/2011","00:00:14.542",11.73
"111","05/23/2011","00:00:14.673",12.96
"112","05/23/2011","00:00:14.804",11.2
"113","05/23/2011","00:00:14.935",19.08
"114","05/23/2011","00:00:15.065",15.09
"115","05/23/2011","00:00:15.197",15.01
"116","05/23/2011","00:00:15.327",11.83
"117","05/23/2011","00:00:15.458",10.46
"118","05/23/2011","00:00:15.590",10.12
"119","05/23/2011","00:00:15.721",10.79
"120","05/23/2011","00:00:15.852",14.7
"121","05/23/2011","00:00:15.983",13.56
"122","05/23/2011","00:00:16.114",18.99
"123","05/23/2011","00:00:16.245",17.2
"124","05/23/2011","00:00:16.376",13.01
"125","05/23/2011","00:00:16.507",13.57
"126","05/23/2011","00:00:16.638",12.67
"127","05/23/2011","00:00:16.769",10.61
"128","05/23/2011","00:00:16.901",17.86
"129","05/23/2011","00:00:17.032",15.09
"130","05/23/2011","00:00:17.163",21.15
"131","05/23/2011","00:00:17.293",16.7
"132","05/23/2011","00:00:17.424",11.24
"133","05/23/2011","00:00:17.555",15.14
"134","05/23/2011","00:00:17.686",15.67
"135","05/23/2011","00:00:17.817",17
"136","05/23/2011","00:00:17.948",18.04
"137","05/23/2011","00:00:18.079",15.59
"138","05/23/2011","00:00:18.211",17.8
"139","05/23/2011","00:00:18.342",15.89
"140","05/23/2011","00:00:18.472",10.09
"141","05/23/2011","00:00:18.603",8.01
"142","05/23/2011","00:00:18.734",9.98
"143","05/23/2011","00:00:18.865",11.71
"144","05/23/2011","00:00:18.996",12.41
"145","05/23/2011","00:00:19.127",12.51
"146","05/23/2011","00:00:19.258",15.55
"147","05/23/2011","00:00:19.389",12.79
"148","05/23/2011","00:00:19.521",14.28
"149","05/23/2011","00:00:19.652",16.44
"150","05/23/2011","00:00:19.782",18.52
"151","05/23/2011","00:00:19.913",18.45
"152","05/23/2011","00:00:20.044",15.39
"153","05/23/2011","00:00:20.175",14.67
"154","05/23/2011","00:00:20.306",13.6
"155","05/23/2011","00:00:20.437",20.48
"156","05/23/2011","00:00:20.568",17.73
"157","05/23/2011","00:00:20.699",17.55
"158","05/23/2011","00:00:20.831",16.38
"159","05/23/2011","00:00:20.962",22.25
"160","05/23/2011","00:00:21.093",19.06
"161","05/23/2011","00:00:21.224",20.19
"162","05/23/2011","00:00:21.355",15.77
"163","05/23/2011","00:00:21.486",15.37
"164","05/23/2011","00:00:21.617",12.87
"165","05/23/2011","00:00:21.748",17.35
"166","05/23/2011","00:00:21.880",18.29
"167","05/23/2011","00:00:22.011",13.05
"168","05/23/2011","00:00:22.142",14.4
"169","05/23/2011","00:00:22.273",13.45
"170","05/23/2011","00:00:22.404",14.08
"171","05/23/2011","00:00:22.535",18.29
"172","05/23/2011","00:00:22.666",18.82
"173","05/23/2011","00:00:22.797",17.45
"174","05/23/2011","00:00:22.928",21.37
"175","05/23/2011","00:00:23.059",23.51
"176","05/23/2011","00:00:23.191",18.43
"177","05/23/2011","00:00:23.322",15.6
"178","05/23/2011","00:00:23.453",15.15
"179","05/23/2011","00:00:23.583",12.62
"180","05/23/2011","00:00:23.714",12.06
"181","05/23/2011","00:00:23.845",22.09
"182","05/23/2011","00:00:23.976",25.6
"183","05/23/2011","00:00:24.107",22.07
"184","05/23/2011","00:00:24.238",21.88
"185","05/23/2011","00:00:24.369",22.81
"186","05/23/2011","00:00:24.501",21.64
"187","05/23/2011","00:00:24.632",21.59
"188","05/23/2011","00:00:24.763",17.75
"189","05/23/2011","00:00:24.894",14.86
"190","05/23/2011","00:00:25.025",15.89
"191","05/23/2011","00:00:25.156",17.11
"192","05/23/2011","00:00:25.287",17.06
"193","05/23/2011","00:00:25.418",19.61
"194","05/23/2011","00:00:25.550",21.35
"195","05/23/2011","00:00:25.681",21.29
"196","05/23/2011","00:00:25.812",19.53
"197","05/23/2011","00:00:25.943",20.17
"198","05/23/2011","00:00:26.074",17.33
"199","05/23/2011","00:00:26.205",12.77
"200","05/23/2011","00:00:26.335",10.58
"201","05/23/2011","00:00:26.466",12.3
"202","05/23/2011","00:00:26.597",12.85
"203","05/23/2011","00:00:26.728",17.22
"204","05/23/2011","00:00:26.859",25.82
"205","05/23/2011","00:00:26.991",26.05
"206","05/23/2011","00:00:27.122",23.14
"207","05/23/2011","00:00:27.253",14.47
"208","05/23/2011","00:00:27.383",16.41
"209","05/23/2011","00:00:27.515",17.44
"210","05/23/2011","00:00:27.645",19.35
"211","05/23/2011","00:00:27.776",18.2
"212","05/23/2011","00:00:27.907",21.54
"213","05/23/2011","00:00:28.038",18.68
"214","05/23/2011","00:00:28.169",21.07
"215","05/23/2011","00:00:28.301",15.84
"216","05/23/2011","00:00:28.432",16.01
"217","05/23/2011","00:00:28.562",19.17
"218","05/23/2011","00:00:28.693",15.34
"219","05/23/2011","00:00:28.824",15.2
"220","05/23/2011","00:00:28.955",17.64
"221","05/23/2011","00:00:29.086",15.02
"222","05/23/2011","00:00:29.217",11.87
"223","05/23/2011","00:00:29.348",14.19
"224","05/23/2011","00:00:29.479",17.13
"225","05/23/2011","00:00:29.611",17.35
"226","05/23/2011","00:00:29.742",16.7
"227","05/23/2011","00:00:29.873",15.79
"228","05/23/2011","00:00:30.003",16.11
"229","05/23/2011","00:00:30.134",17.02
"230","05/23/2011","00:00:30.265",14.43
"231","05/23/2011","00:00:30.396",15.93
"232","05/23/2011","00:00:30.527",17.27
"233","05/23/2011","00:00:30.658",18.4
"234","05/23/2011","00:00:30.790",15.36
"235","05/23/2011","00:00:30.921",14.02
"236","05/23/2011","00:00:31.052",17.9
"237","05/23/2011","00:00:31.183",15.76
"238","05/23/2011","00:00:31.313",14.66
"239","05/23/2011","00:00:31.444",16.74
"240","05/23/2011","00:00:31.575",16.66
"241","05/23/2011","00:00:31.706",17.84
"242","05/23/2011","00:00:31.837",14.15
"243","05/23/2011","00:00:31.968",13.92
"244","05/23/2011","00:00:32.099",14.9
"245","05/23/2011","00:00:32.231",14.51
"246","05/23/2011","00:00:32.362",15.01
"247","05/23/2011","00:00:32.492",16.69
"248","05/23/2011","00:00:32.623",19.16
"249","05/23/2011","00:00:32.755",10.22
"250","05/23/2011","00:00:33.331",17.89
"251","05/23/2011","00:00:33.462",11.96
"252","05/23/2011","00:00:33.593",13.37
"253","05/23/2011","00:00:33.723",14.33
"254","05/23/2011","00:00:33.855",14.49
"255","05/23/2011","00:00:33.985",10.3
"256","05/23/2011","00:00:34.116",11.83
"257","05/23/2011","00:00:34.247",10.38
"258","05/23/2011","00:00:34.378",12.39
"259","05/23/2011","00:00:34.509",17.81
"260","05/23/2011","00:00:34.641",17.38
"261","05/23/2011","00:00:34.772",17.54
"262","05/23/2011","00:00:34.902",18
"263","05/23/2011","00:00:35.033",17.97
"264","05/23/2011","00:00:35.164",14.26
"265","05/23/2011","00:00:35.295",12.71
"266","05/23/2011","00:00:35.426",13.6
"267","05/23/2011","00:00:35.557",9.78
"268","05/23/2011","00:00:35.688",14.24
"269","05/23/2011","00:00:35.820",14.18
"270","05/23/2011","00:00:35.951",11.28
"271","05/23/2011","00:00:36.082",15.55
"272","05/23/2011","00:00:36.213",15.2
"273","05/23/2011","00:00:36.343",13.82
"274","05/23/2011","00:00:36.474",19.66
"275","05/23/2011","00:00:36.605",16.73
"276","05/23/2011","00:00:36.736",16.4
"277","05/23/2011","00:00:36.867",14.06
"278","05/23/2011","00:00:36.998",14.24
"279","05/23/2011","00:00:37.130",14.09
"280","05/23/2011","00:00:37.261",14.84
"281","05/23/2011","00:00:37.392",14.6
"282","05/23/2011","00:00:37.523",12.1
"283","05/23/2011","00:00:37.654",10.74
"284","05/23/2011","00:00:37.785",12.08
"285","05/23/2011","00:00:37.916",10.19
"286","05/23/2011","00:00:38.047",11.07
"287","05/23/2011","00:00:38.178",13.13
"288","05/23/2011","00:00:38.309",12.48
"289","05/23/2011","00:00:38.441",11.52
"290","05/23/2011","00:00:38.572",12.77
"291","05/23/2011","00:00:38.703",11.59
"292","05/23/2011","00:00:38.833",11.58
"293","05/23/2011","00:00:38.964",10.02
"294","05/23/2011","00:00:39.095",11.06
"295","05/23/2011","00:00:39.226",9.31
"296","05/23/2011","00:00:39.357",8.27
"297","05/23/2011","00:00:39.488",9.16
"298","05/23/2011","00:00:39.619",10.28
"299","05/23/2011","00:00:39.751",10.66
"300","05/23/2011","00:00:39.882",9.9
"301","05/23/2011","00:00:40.013",11.9
"302","05/23/2011","00:00:40.144",15.02
"303","05/23/2011","00:00:40.275",20.62
"304","05/23/2011","00:00:40.406",17.16
"305","05/23/2011","00:00:40.537",19.29
"306","05/23/2011","00:00:40.668",15.94
"307","05/23/2011","00:00:40.799",12.15
"308","05/23/2011","00:00:40.931",11.04
"309","05/23/2011","00:00:41.062",9.13
"310","05/23/2011","00:00:41.193",7.16
"311","05/23/2011","00:00:41.324",8.43
"312","05/23/2011","00:00:41.454",15.18
"313","05/23/2011","00:00:41.585",15.75
"314","05/23/2011","00:00:41.716",14.24
"315","05/23/2011","00:00:41.847",11.67
"316","05/23/2011","00:00:41.978",9.86
"317","05/23/2011","00:00:42.109",9.84
"318","05/23/2011","00:00:42.241",8.65
"319","05/23/2011","00:00:42.372",8.8
"320","05/23/2011","00:00:42.503",8.73
"321","05/23/2011","00:00:42.634",8.75
"322","05/23/2011","00:00:42.765",15.48
"323","05/23/2011","00:00:42.896",14.33
"324","05/23/2011","00:00:43.027",12.85
"325","05/23/2011","00:00:43.158",10.84
"326","05/23/2011","00:00:43.289",14.61
"327","05/23/2011","00:00:43.421",13.02
"328","05/23/2011","00:00:43.552",8.83
"329","05/23/2011","00:00:43.683",12.79
"330","05/23/2011","00:00:43.813",12.88
"331","05/23/2011","00:00:43.944",15.58
"332","05/23/2011","00:00:44.075",16.55
"333","05/23/2011","00:00:44.206",14.98
"334","05/23/2011","00:00:44.337",13.78
"335","05/23/2011","00:00:44.468",15.13
"336","05/23/2011","00:00:44.600",13.36
"337","05/23/2011","00:00:44.732",12.25
"338","05/23/2011","00:00:44.863",13.38
"339","05/23/2011","00:00:44.993",13.7
"340","05/23/2011","00:00:45.125",10.37
"341","05/23/2011","00:00:45.255",10.45
"342","05/23/2011","00:00:45.386",15.62
"343","05/23/2011","00:00:45.517",16.32
"344","05/23/2011","00:00:45.648",11.98
"345","05/23/2011","00:00:45.779",12.63
"346","05/23/2011","00:00:45.911",8.66
"347","05/23/2011","00:00:46.042",8.13
"348","05/23/2011","00:00:46.173",14.13
"349","05/23/2011","00:00:46.303",13.81
"350","05/23/2011","00:00:46.435",15
"351","05/23/2011","00:00:46.565",11.79
"352","05/23/2011","00:00:46.696",15.91
"353","05/23/2011","00:00:46.827",12.93
"354","05/23/2011","00:00:46.958",11.18
"355","05/23/2011","00:00:47.090",13.29
"356","05/23/2011","00:00:47.221",16.18
"357","05/23/2011","00:00:47.352",13.36
"358","05/23/2011","00:00:47.483",10.39
"359","05/23/2011","00:00:47.614",12.21
"360","05/23/2011","00:00:47.745",10.7
"361","05/23/2011","00:00:47.876",12.01
"362","05/23/2011","00:00:48.007",16.32
"363","05/23/2011","00:00:48.138",16.84
"364","05/23/2011","00:00:48.270",15.12
"365","05/23/2011","00:00:48.401",12.82
"366","05/23/2011","00:00:48.532",13.15
"367","05/23/2011","00:00:48.663",12.52
"368","05/23/2011","00:00:48.794",13.07
"369","05/23/2011","00:00:48.925",8.73
"370","05/23/2011","00:00:49.056",8.24
"371","05/23/2011","00:00:49.188",12.1
"372","05/23/2011","00:00:49.319",12.52
"373","05/23/2011","00:00:49.450",14.42
"374","05/23/2011","00:00:49.581",13.21
"375","05/23/2011","00:00:49.712",11.54
"376","05/23/2011","00:00:49.843",13.07
"377","05/23/2011","00:00:49.974",14.63
"378","05/23/2011","00:00:50.105",12.35
"379","05/23/2011","00:00:50.236",12.28
"380","05/23/2011","00:00:50.367",11.28
"381","05/23/2011","00:00:50.498",10.38
"382","05/23/2011","00:00:50.630",8.97
"383","05/23/2011","00:00:50.761",10.46
"384","05/23/2011","00:00:50.892",10.49
"385","05/23/2011","00:00:51.023",11.21
"386","05/23/2011","00:00:51.154",11.88
"387","05/23/2011","00:00:51.285",9.22
"388","05/23/2011","00:00:51.415",8.47
"389","05/23/2011","00:00:51.546",7.28
"390","05/23/2011","00:00:51.677",8.58
"391","05/23/2011","00:00:51.808",8.51
"392","05/23/2011","00:00:51.939",8.87
"393","05/23/2011","00:00:52.071",7.12
"394","05/23/2011","00:00:52.202",5.97
"395","05/23/2011","00:00:52.333",7.63
"396","05/23/2011","00:00:52.464",8.43
"397","05/23/2011","00:00:52.594",7.59
"398","05/23/2011","00:00:52.725",8.62
"399","05/23/2011","00:00:52.856",7.97
"400","05/23/2011","00:00:52.987",6.79
"401","05/23/2011","00:00:53.118",8.87
"402","05/23/2011","00:00:53.250",10.49
"403","05/23/2011","00:00:53.381",9.79
"404","05/23/2011","00:00:53.512",11
"405","05/23/2011","00:00:53.642",7.73
"406","05/23/2011","00:00:53.773",6.9
"407","05/23/2011","00:00:53.904",6.02
"408","05/23/2011","00:00:54.035",9.57
"409","05/23/2011","00:00:54.166",11.37
"410","05/23/2011","00:00:54.297",9.88
"411","05/23/2011","00:00:54.428",13.04
"412","05/23/2011","00:00:54.560",12.71
"413","05/23/2011","00:00:54.692",13.91
"414","05/23/2011","00:00:54.822",12.87
"415","05/23/2011","00:00:54.953",13.44
"416","05/23/2011","00:00:55.084",12.13
"417","05/23/2011","00:00:55.215",10.56
"418","05/23/2011","00:00:55.347",10.17
"419","05/23/2011","00:00:55.477",9.17
"420","05/23/2011","00:00:55.608",8.19
"421","05/23/2011","00:00:55.740",7.58
"422","05/23/2011","00:00:55.871",8.18
"423","05/23/2011","00:00:56.002",11.17
"424","05/23/2011","00:00:56.133",10.37
"425","05/23/2011","00:00:56.264",12.45
"426","05/23/2011","00:00:56.395",17.36
"427","05/23/2011","00:00:56.525",12.39
"428","05/23/2011","00:00:56.656",9.68
"429","05/23/2011","00:00:56.787",9.29
"430","05/23/2011","00:00:56.918",9.23
"431","05/23/2011","00:00:57.049",4.77
"432","05/23/2011","00:00:57.181",9.24
"433","05/23/2011","00:00:57.312",10.38
"434","05/23/2011","00:00:57.443",7.35
"435","05/23/2011","00:00:57.573",9.07
"436","05/23/2011","00:00:57.704",9.06
"437","05/23/2011","00:00:57.835",7.02
"438","05/23/2011","00:00:57.966",9.4
"439","05/23/2011","00:00:58.097",8.2
"440","05/23/2011","00:00:58.228",12.05
"441","05/23/2011","00:00:58.359",11.06
"442","05/23/2011","00:00:58.491",12.68
"443","05/23/2011","00:00:58.622",13.53
"444","05/23/2011","00:00:58.752",12.22
"445","05/23/2011","00:00:58.884",14.29
"446","05/23/2011","00:00:59.014",12.09
"447","05/23/2011","00:00:59.145",9.89
"448","05/23/2011","00:00:59.276",9.39
"449","05/23/2011","00:00:59.407",13.54
"450","05/23/2011","00:00:59.538",12.62
"451","05/23/2011","00:00:59.669",10.18
"452","05/23/2011","00:00:59.801",9.03
"453","05/23/2011","00:00:59.932",11.27
"454","05/23/2011","00:01:00.063",9.11
"455","05/23/2011","00:01:00.193",8.45
"456","05/23/2011","00:01:00.324",11.35
"457","05/23/2011","00:01:00.455",17.95
"458","05/23/2011","00:01:00.586",16.56
"459","05/23/2011","00:01:00.717",10.8
"460","05/23/2011","00:01:00.848",8.01
"461","05/23/2011","00:01:00.979",7.53
"462","05/23/2011","00:01:01.111",5.78
"463","05/23/2011","00:01:01.242",7.55
"464","05/23/2011","00:01:01.373",8.88
"465","05/23/2011","00:01:01.504",8.73
"466","05/23/2011","00:01:01.634",8.53
"467","05/23/2011","00:01:01.766",8.84
"468","05/23/2011","00:01:01.896",8.58
"469","05/23/2011","00:01:02.027",12.98
"470","05/23/2011","00:01:02.158",9.34
"471","05/23/2011","00:01:02.290",9.01
"472","05/23/2011","00:01:02.421",10.89
"473","05/23/2011","00:01:02.552",11.22
"474","05/23/2011","00:01:02.683",11.95
"475","05/23/2011","00:01:02.814",11.05
"476","05/23/2011","00:01:02.945",10.94
"477","05/23/2011","00:01:03.076",9.99
"478","05/23/2011","00:01:03.207",8.73
"479","05/23/2011","00:01:03.338",10.51
"480","05/23/2011","00:01:03.469",8.11
"481","05/23/2011","00:01:03.601",8.45
"482","05/23/2011","00:01:03.732",14.07
"483","05/23/2011","00:01:03.863",15.64
"484","05/23/2011","00:01:03.994",16.87
"485","05/23/2011","00:01:04.125",13.58
"486","05/23/2011","00:01:04.256",10.36
"487","05/23/2011","00:01:04.387",10.06
"488","05/23/2011","00:01:04.518",11.58
"489","05/23/2011","00:01:04.649",15.68
"490","05/23/2011","00:01:04.781",13.07
"491","05/23/2011","00:01:04.912",12.72
"492","05/23/2011","00:01:05.043",13.44
"493","05/23/2011","00:01:05.173",13.61
"494","05/23/2011","00:01:05.304",15.52
"495","05/23/2011","00:01:05.435",16.54
"496","05/23/2011","00:01:05.567",15.46
"497","05/23/2011","00:01:05.698",18.06
"498","05/23/2011","00:01:05.828",17.14
"499","05/23/2011","00:01:05.960",13.82
"500","05/23/2011","00:01:06.091",11.33
"501","05/23/2011","00:01:06.222",15.61
"502","05/23/2011","00:01:06.353",16.97
"503","05/23/2011","00:01:06.484",12.66
"504","05/23/2011","00:01:06.615",13.7
"505","05/23/2011","00:01:06.746",11.6
"506","05/23/2011","00:01:06.877",12.65
"507","05/23/2011","00:01:07.008",13.05
"508","05/23/2011","00:01:07.139",15.16
"509","05/23/2011","00:01:07.271",12.21
"510","05/23/2011","00:01:07.402",13.9
"511","05/23/2011","00:01:07.532",13.99
"512","05/23/2011","00:01:07.679",11.25
"513","05/23/2011","00:01:07.811",13.59
"514","05/23/2011","00:01:07.942",10.57
"515","05/23/2011","00:01:08.072",13.58
"516","05/23/2011","00:01:08.203",11.46
"517","05/23/2011","00:01:08.334",10.36
"518","05/23/2011","00:01:08.465",12.66
"519","05/23/2011","00:01:08.596",10.13
"520","05/23/2011","00:01:08.727",11.49
"521","05/23/2011","00:01:08.858",9.94
"522","05/23/2011","00:01:08.989",12.29
"523","05/23/2011","00:01:09.121",8.59
"524","05/23/2011","00:01:09.252",6.63
"525","05/23/2011","00:01:09.383",8.04
"526","05/23/2011","00:01:09.513",9.6
"527","05/23/2011","00:01:09.644",8.23
"528","05/23/2011","00:01:09.775",7.5
"529","05/23/2011","00:01:09.906",11.4
"530","05/23/2011","00:01:10.037",11.46
"531","05/23/2011","00:01:10.168",11.65
"532","05/23/2011","00:01:10.299",9.46
"533","05/23/2011","00:01:10.431",10.39
"534","05/23/2011","00:01:10.562",13.04
"535","05/23/2011","00:01:10.692",11.95
"536","05/23/2011","00:01:10.823",18.63
"537","05/23/2011","00:01:10.954",18.36
"538","05/23/2011","00:01:11.085",12.73
"539","05/23/2011","00:01:11.216",14.46
"540","05/23/2011","00:01:11.347",19.8
"541","05/23/2011","00:01:11.478",17.37
"542","05/23/2011","00:01:11.609",16.76
"543","05/23/2011","00:01:11.741",16.71
"544","05/23/2011","00:01:11.872",16.97
"545","05/23/2011","00:01:12.003",16.97
"546","05/23/2011","00:01:12.133",18.83
"547","05/23/2011","00:01:12.264",18.3
"548","05/23/2011","00:01:12.395",18.68
"549","05/23/2011","00:01:12.526",14.05
"550","05/23/2011","00:01:12.657",12.47
"551","05/23/2011","00:01:12.788",14.78
"552","05/23/2011","00:01:12.919",14.36
"553","05/23/2011","00:01:13.051",15.44
"554","05/23/2011","00:01:13.182",13.83
"555","05/23/2011","00:01:13.313",13.97
"556","05/23/2011","00:01:13.443",14.15
"557","05/23/2011","00:01:13.574",13.05
"558","05/23/2011","00:01:13.705",11.5
"559","05/23/2011","00:01:13.836",12.82
"560","05/23/2011","00:01:13.967",10.88
"561","05/23/2011","00:01:14.098",9.36
"562","05/23/2011","00:01:14.230",9.93
"563","05/23/2011","00:01:14.361",10.25
"564","05/23/2011","00:01:14.492",11.02
"565","05/23/2011","00:01:14.623",9.75
"566","05/23/2011","00:01:14.754",12.2
"567","05/23/2011","00:01:14.885",11.64
"568","05/23/2011","00:01:15.015",12.7
"569","05/23/2011","00:01:15.146",12.33
"570","05/23/2011","00:01:15.277",15.85
"571","05/23/2011","00:01:15.408",14.04
"572","05/23/2011","00:01:15.540",13.69
"573","05/23/2011","00:01:15.671",12.25
"574","05/23/2011","00:01:15.802",11.48
"575","05/23/2011","00:01:15.933",11.75
"576","05/23/2011","00:01:16.063",11.86
"577","05/23/2011","00:01:16.194",12.82
"578","05/23/2011","00:01:16.325",17.1
"579","05/23/2011","00:01:16.456",17.86
"580","05/23/2011","00:01:16.587",17.21
"581","05/23/2011","00:01:16.718",18.1
"582","05/23/2011","00:01:16.850",17.61
"583","05/23/2011","00:01:16.981",11.9
"584","05/23/2011","00:01:17.112",10.08
"585","05/23/2011","00:01:17.243",12.67
"586","05/23/2011","00:01:17.375",7.02
"587","05/23/2011","00:01:17.505",8.5
"588","05/23/2011","00:01:17.636",11.01
"589","05/23/2011","00:01:17.767",13.72
"590","05/23/2011","00:01:17.898",13.44
"591","05/23/2011","00:01:18.029",14.29
"592","05/23/2011","00:01:18.161",15.23
"593","05/23/2011","00:01:18.292",13.72
"594","05/23/2011","00:01:18.423",13.77
"595","05/23/2011","00:01:18.554",15.36
"596","05/23/2011","00:01:18.685",13.48
"597","05/23/2011","00:01:18.816",9.99
"598","05/23/2011","00:01:18.947",9.83
"599","05/23/2011","00:01:19.078",8.35
"600","05/23/2011","00:01:19.209",8.48
"601","05/23/2011","00:01:19.340",9.44
"602","05/23/2011","00:01:19.471",8.47
"603","05/23/2011","00:01:19.602",8.72
"604","05/23/2011","00:01:19.733",7.46
"605","05/23/2011","00:01:19.864",8.58
"606","05/23/2011","00:01:19.995",10.38
"607","05/23/2011","00:01:20.126",10.35
"608","05/23/2011","00:01:20.257",13.72
"609","05/23/2011","00:01:20.388",15.72
"610","05/23/2011","00:01:20.520",12.93
"611","05/23/2011","00:01:20.651",12.53
"612","05/23/2011","00:01:20.782",11.34
"613","05/23/2011","00:01:20.913",10.88
"614","05/23/2011","00:01:21.044",16.21
"615","05/23/2011","00:01:21.175",15.17
"616","05/23/2011","00:01:21.306",12.41
"617","05/23/2011","00:01:21.437",10.95
"618","05/23/2011","00:01:21.568",11.29
"619","05/23/2011","00:01:21.699",14.57
"620","05/23/2011","00:01:21.831",17.38
"621","05/23/2011","00:01:21.962",16.16
"622","05/23/2011","00:01:22.093",15.83
"623","05/23/2011","00:01:22.223",15.27
"624","05/23/2011","00:01:22.354",13
"625","05/23/2011","00:01:22.485",11.08
"626","05/23/2011","00:01:22.616",11.23
"627","05/23/2011","00:01:22.747",11.32
"628","05/23/2011","00:01:22.878",13.12
"629","05/23/2011","00:01:23.011",10.43
"630","05/23/2011","00:01:23.142",14.14
"631","05/23/2011","00:01:23.272",11.66
"632","05/23/2011","00:01:23.404",11.91
"633","05/23/2011","00:01:23.534",12.95
"634","05/23/2011","00:01:23.665",18.19
"635","05/23/2011","00:01:23.796",16.63
"636","05/23/2011","00:01:23.927",19.91
